Class Index,Title,Description,text,clean_text,topic,topic_prob,url,source,scrape_date
4,Manugistics Fires Its President,"Manugistics Group Inc. disclosed Monday that it fired its president, as the maker of business software tries to reverse slipping sales, rising costs and a falling stock price. &lt;BR&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;","Manugistics Fires Its President Manugistics Group Inc. disclosed Monday that it fired its president, as the maker of business software tries to reverse slipping sales, rising costs and a falling stock price. &lt;BR&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",manugistics fires its president manugistics group inc disclosed monday that it fired its president as the maker of business software tries to reverse slipping sales rising costs and a falling stock price lt br gt lt font face verdana ms sans serif arial helvetica size 2 color 666666 gt lt b gt the washington post lt b gt lt font gt,33,0.0004561344745752852,https://example.com/news/10,News Dataset,2025-03-09
1,US genocide charge is Bush election ploy - Sudan FM (AFP),AFP - Sudan's foreign minister rejected US charges of genocide in the western region of Darfur as a reelection ploy by US President George W. Bush.,US genocide charge is Bush election ploy - Sudan FM (AFP) AFP - Sudan's foreign minister rejected US charges of genocide in the western region of Darfur as a reelection ploy by US President George W. Bush.,us genocide charge is bush election ploy sudan fm afp afp sudan s foreign minister rejected us charges of genocide in the western region of darfur as a reelection ploy by us president george w bush,11,0.0009224015653210445,https://example.com/news/11,News Dataset,2025-03-09
4,"Netflix CEO Rates Blockbuster, Amazon Threats (Reuters)",Reuters - Netflix Inc chief\executive Reed Hastings said on Friday that Blockbuster Inc has\more to lose in the war for online DVD renters than emerging\foe Amazon.com Inc.,"Netflix CEO Rates Blockbuster, Amazon Threats (Reuters) Reuters - Netflix Inc chief\executive Reed Hastings said on Friday that Blockbuster Inc has\more to lose in the war for online DVD renters than emerging\foe Amazon.com Inc.",netflix ceo rates blockbuster amazon threats reuters reuters netflix inc chief executive reed hastings said on friday that blockbuster inc has more to lose in the war for online dvd renters than emerging foe amazon com inc,26,0.0008618090590406629,https://example.com/news/12,News Dataset,2025-03-09
4,Fake goods tempting young adults,"Young people are increasingly happy to buy pirated goods or illegal download content from the net, a survey shows.","Fake goods tempting young adults Young people are increasingly happy to buy pirated goods or illegal download content from the net, a survey shows.",fake goods tempting young adults young people are increasingly happy to buy pirated goods or illegal download content from the net a survey shows,27,0.0004346367181236455,https://example.com/news/13,News Dataset,2025-03-09
4,RealNetworks signs up Red Flag Linux,Digital media company signs up a new Linux partner to distribute its audio and video player.,RealNetworks signs up Red Flag Linux Digital media company signs up a new Linux partner to distribute its audio and video player.,realnetworks signs up red flag linux digital media company signs up a new linux partner to distribute its audio and video player,68,0.0008436909498534092,https://example.com/news/14,News Dataset,2025-03-09
1,Stop croc water swimming: coroner,"THE public still did not appreciate how frighteningly dangerous crocodiles were, even after the fatal mauling of a German tourist two years ago, a coroner said today.","Stop croc water swimming: coroner THE public still did not appreciate how frighteningly dangerous crocodiles were, even after the fatal mauling of a German tourist two years ago, a coroner said today.",stop croc water swimming coroner the public still did not appreciate how frighteningly dangerous crocodiles were even after the fatal mauling of a german tourist two years ago a coroner said today,34,0.00118480524596836,https://example.com/news/15,News Dataset,2025-03-09
2,O'Brien Sues OSU for  #36;3.4 Million (AP),"AP - Former Ohio State basketball coach Jim O'Brien sued the school, claiming he is owed at least  #36;3.4 million because his firing violated terms of his contract.","O'Brien Sues OSU for  #36;3.4 Million (AP) AP - Former Ohio State basketball coach Jim O'Brien sued the school, claiming he is owed at least  #36;3.4 million because his firing violated terms of his contract.",o brien sues osu for 36 3 4 million ap ap former ohio state basketball coach jim o brien sued the school claiming he is owed at least 36 3 4 million because his firing violated terms of his contract,33,0.0006606922482029759,https://example.com/news/16,News Dataset,2025-03-09
1,Construction Spending Hits All-Time High,"WASHINGTON - Construction spending surged in August to the highest level on record, while manufacturing grew at a slower pace in September, offering mixed signals about the economy's strength.    The Commerce Department reported Friday that the value of buildings put in place clocked in at a seasonally adjusted annual rate of \$1.02 trillion, a record high...","Construction Spending Hits All-Time High WASHINGTON - Construction spending surged in August to the highest level on record, while manufacturing grew at a slower pace in September, offering mixed signals about the economy's strength.    The Commerce Department reported Friday that the value of buildings put in place clocked in at a seasonally adjusted annual rate of \$1.02 trillion, a record high...",construction spending hits all time high washington construction spending surged in august to the highest level on record while manufacturing grew at a slower pace in september offering mixed signals about the economy s strength the commerce department reported friday that the value of buildings put in place clocked in at a seasonally adjusted annual rate of 1 02 trillion a record high,-1,0.0005455538382451605,https://example.com/news/17,News Dataset,2025-03-09
2,"Hewitt Wins Long Island, Sends U.S. Open Warning"," COMMACK, New York (Reuters) - Former world number one  Lleyton Hewitt hammered out a warning to his rivals for next  week's U.S. Open as he demolished Peru's Luis Horna 6-3, 6-1,  to win the Long Island Cup on Sunday.","Hewitt Wins Long Island, Sends U.S. Open Warning  COMMACK, New York (Reuters) - Former world number one  Lleyton Hewitt hammered out a warning to his rivals for next  week's U.S. Open as he demolished Peru's Luis Horna 6-3, 6-1,  to win the Long Island Cup on Sunday.",hewitt wins long island sends u s open warning commack new york reuters former world number one lleyton hewitt hammered out a warning to his rivals for next week s u s open as he demolished peru s luis horna 6 3 6 1 to win the long island cup on sunday,4,0.008629895469502534,https://example.com/news/18,News Dataset,2025-03-09
4,Alaska Brown Bears Gather for Annual Salmon Feast,"Each summer, the falls at McNeil River turn into a mosh pit of bears. Instead of thumping music, it's the sound of salmon slapping their way up the falls at the McNeil River State Game Sanctuary that sends the bears into a fishing frenzy.","Alaska Brown Bears Gather for Annual Salmon Feast Each summer, the falls at McNeil River turn into a mosh pit of bears. Instead of thumping music, it's the sound of salmon slapping their way up the falls at the McNeil River State Game Sanctuary that sends the bears into a fishing frenzy.",alaska brown bears gather for annual salmon feast each summer the falls at mcneil river turn into a mosh pit of bears instead of thumping music it s the sound of salmon slapping their way up the falls at the mcneil river state game sanctuary that sends the bears into a fishing frenzy,6,0.0003659473752737586,https://example.com/news/19,News Dataset,2025-03-09
2,MLB Notebook: Johnson trade still in the works,"The New York Yankees, Arizona and Los Angeles spent yesterday trying to put the finishing touches on the megadeal that would move All-Stars Randy Johnson, Shawn Green and Javier Vazquez.","MLB Notebook: Johnson trade still in the works The New York Yankees, Arizona and Los Angeles spent yesterday trying to put the finishing touches on the megadeal that would move All-Stars Randy Johnson, Shawn Green and Javier Vazquez.",mlb notebook johnson trade still in the works the new york yankees arizona and los angeles spent yesterday trying to put the finishing touches on the megadeal that would move all stars randy johnson shawn green and javier vazquez,0,1.0,https://example.com/news/20,News Dataset,2025-03-09
4,MSN #39;s download service expanding,Microsoft #39;s has launched its MSN music download service in eight more European countries as the software giant bids to takes on Apple #39;s market leading iTunes.,MSN #39;s download service expanding Microsoft #39;s has launched its MSN music download service in eight more European countries as the software giant bids to takes on Apple #39;s market leading iTunes.,msn 39 s download service expanding microsoft 39 s has launched its msn music download service in eight more european countries as the software giant bids to takes on apple 39 s market leading itunes,-1,0.000782883655359271,https://example.com/news/21,News Dataset,2025-03-09
3,US Army to withhold portion of Halliburton payments,The billing dispute between the US Army and Houston-based Halliburton Co. continues as the Army on Tuesday said it would withhold paying 15 percent of future invoices from Halliburton. ,US Army to withhold portion of Halliburton payments The billing dispute between the US Army and Houston-based Halliburton Co. continues as the Army on Tuesday said it would withhold paying 15 percent of future invoices from Halliburton. ,us army to withhold portion of halliburton payments the billing dispute between the us army and houston based halliburton co continues as the army on tuesday said it would withhold paying 15 percent of future invoices from halliburton,32,3.0902245525933745e-308,https://example.com/news/22,News Dataset,2025-03-09
4,Geminid Meteor Shower Could Be Spectacular,DENVER -- Coloradans willing to brave the nighttime cold and get away from the lights of the city could be in for a spectacular show Monday night.,Geminid Meteor Shower Could Be Spectacular DENVER -- Coloradans willing to brave the nighttime cold and get away from the lights of the city could be in for a spectacular show Monday night.,geminid meteor shower could be spectacular denver coloradans willing to brave the nighttime cold and get away from the lights of the city could be in for a spectacular show monday night,-1,0.000622689200494672,https://example.com/news/23,News Dataset,2025-03-09
2,The U.S. Gives Mia Hamm a Golden Farewell," ATHENS (Reuters) - The United States gave Hall of Famer Mia  Hamm the perfect send-off Thursday, beating Brazil 2-1 to win  Olympic gold in the women's soccer tournament.","The U.S. Gives Mia Hamm a Golden Farewell  ATHENS (Reuters) - The United States gave Hall of Famer Mia  Hamm the perfect send-off Thursday, beating Brazil 2-1 to win  Olympic gold in the women's soccer tournament.",the u s gives mia hamm a golden farewell athens reuters the united states gave hall of famer mia hamm the perfect send off thursday beating brazil 2 1 to win olympic gold in the women s soccer tournament,86,0.006515016462594485,https://example.com/news/24,News Dataset,2025-03-09
1,US Considering Incentives for Iran,"Resigning Iranian Vice-President Mohammad Ali Abtahi, center, and newly appointed Vice-President Majid Ansari, second left, attend a meeting of the central council of their party President Mohammad Khatami accepted Abtahi #39;s resignation, in Tehran, Iran ","US Considering Incentives for Iran Resigning Iranian Vice-President Mohammad Ali Abtahi, center, and newly appointed Vice-President Majid Ansari, second left, attend a meeting of the central council of their party President Mohammad Khatami accepted Abtahi #39;s resignation, in Tehran, Iran ",us considering incentives for iran resigning iranian vice president mohammad ali abtahi center and newly appointed vice president majid ansari second left attend a meeting of the central council of their party president mohammad khatami accepted abtahi 39 s resignation in tehran iran,31,3.4959577005222134e-308,https://example.com/news/25,News Dataset,2025-03-09
1,In Our View: Sanctions not enough for Sudan,"While most of the country #39;s attention has been focused on Iraq, a human-rights crisis has been unfolding in north Africa. In Darfur, Sudan, more than 50,000 people have been killed and 1.2 million displaced ","In Our View: Sanctions not enough for Sudan While most of the country #39;s attention has been focused on Iraq, a human-rights crisis has been unfolding in north Africa. In Darfur, Sudan, more than 50,000 people have been killed and 1.2 million displaced ",in our view sanctions not enough for sudan while most of the country 39 s attention has been focused on iraq a human rights crisis has been unfolding in north africa in darfur sudan more than 50 000 people have been killed and 1 2 million displaced,11,0.0012689347865011463,https://example.com/news/26,News Dataset,2025-03-09
1,Apex court permits night viewing of Taj Mahal:,"India News: New Delhi, Nov 25 : The Supreme Court Thursday permitted the Uttar Pradesh government to allow visitors to view the Taj Mahal on five moonlit nights a month.","Apex court permits night viewing of Taj Mahal: India News: New Delhi, Nov 25 : The Supreme Court Thursday permitted the Uttar Pradesh government to allow visitors to view the Taj Mahal on five moonlit nights a month.",apex court permits night viewing of taj mahal india news new delhi nov 25 the supreme court thursday permitted the uttar pradesh government to allow visitors to view the taj mahal on five moonlit nights a month,80,0.0007968748904960818,https://example.com/news/27,News Dataset,2025-03-09
3,Krispy Kreme #39;s hot streak cools,The niche doughnuts that rose quickly in popularity are feeling the weight of the low-carb craze and mass marketing. By Deb Kollars and Edie Lau -- Bee Staff Writers.,Krispy Kreme #39;s hot streak cools The niche doughnuts that rose quickly in popularity are feeling the weight of the low-carb craze and mass marketing. By Deb Kollars and Edie Lau -- Bee Staff Writers.,krispy kreme 39 s hot streak cools the niche doughnuts that rose quickly in popularity are feeling the weight of the low carb craze and mass marketing by deb kollars and edie lau bee staff writers,81,3.0253644410353677e-308,https://example.com/news/28,News Dataset,2025-03-09
4,"EU Wants to Cut Greenhouse Gases in Cars, Shoes (Reuters)","Reuters - The European Union's battle against\global warming will force companies to change automobile air\conditioning systems and restrict the sale of air-cushioned\sports shoes, European Union ministers said on Thursday.","EU Wants to Cut Greenhouse Gases in Cars, Shoes (Reuters) Reuters - The European Union's battle against\global warming will force companies to change automobile air\conditioning systems and restrict the sale of air-cushioned\sports shoes, European Union ministers said on Thursday.",eu wants to cut greenhouse gases in cars shoes reuters reuters the european union s battle against global warming will force companies to change automobile air conditioning systems and restrict the sale of air cushioned sports shoes european union ministers said on thursday,59,0.0008508735264890143,https://example.com/news/29,News Dataset,2025-03-09
4,Solaris will be available for free,"At yesterday #39;s official launch of the new Solaris 10 operating system in San Jose, Calif., Sun executives said Solaris will be issued next January under an  quot;open-source quot; licensing plan similar to that used by the rival operating system Linux and the ","Solaris will be available for free At yesterday #39;s official launch of the new Solaris 10 operating system in San Jose, Calif., Sun executives said Solaris will be issued next January under an  quot;open-source quot; licensing plan similar to that used by the rival operating system Linux and the ",solaris will be available for free at yesterday 39 s official launch of the new solaris 10 operating system in san jose calif sun executives said solaris will be issued next january under an quot open source quot licensing plan similar to that used by the rival operating system linux and the,29,3.0094865481582477e-308,https://example.com/news/30,News Dataset,2025-03-09
1,Man dies in blast as Chechens go to polls,"OISKHARA, Russia - A man tried to bring a suspicious package into a polling station in Chechnya on Sunday, then died in an explosion as he ran away, the head of the Chechen election commission said on Russian television.","Man dies in blast as Chechens go to polls OISKHARA, Russia - A man tried to bring a suspicious package into a polling station in Chechnya on Sunday, then died in an explosion as he ran away, the head of the Chechen election commission said on Russian television.",man dies in blast as chechens go to polls oiskhara russia a man tried to bring a suspicious package into a polling station in chechnya on sunday then died in an explosion as he ran away the head of the chechen election commission said on russian television,-1,0.00041151157693084135,https://example.com/news/31,News Dataset,2025-03-09
1,Barghouthi Pulls Out of Palestinian Election,"Jailed Palestinian uprising leader Marwan Barghouthi has pulled out of a Jan. 9 presidential election to succeed Yasser Arafat, a close aide said on Sunday.","Barghouthi Pulls Out of Palestinian Election Jailed Palestinian uprising leader Marwan Barghouthi has pulled out of a Jan. 9 presidential election to succeed Yasser Arafat, a close aide said on Sunday.",barghouthi pulls out of palestinian election jailed palestinian uprising leader marwan barghouthi has pulled out of a jan 9 presidential election to succeed yasser arafat a close aide said on sunday,-1,0.00024352280544594456,https://example.com/news/32,News Dataset,2025-03-09
1,Afghanistan takes first difficult steps toward democracy,The election for president in Afghanistan may have brought us one small step closer to worldwide democracy. At least the people there left no doubt that they wanted to vote.,Afghanistan takes first difficult steps toward democracy The election for president in Afghanistan may have brought us one small step closer to worldwide democracy. At least the people there left no doubt that they wanted to vote.,afghanistan takes first difficult steps toward democracy the election for president in afghanistan may have brought us one small step closer to worldwide democracy at least the people there left no doubt that they wanted to vote,13,3.731769263712013e-308,https://example.com/news/33,News Dataset,2025-03-09
2,Cards power way to victory,"First came the swing, then the launch and then the sound of 52,347 turning Busch Stadium into a deafening caldron. Then, having given the Cardinals an eighth-inning home run that ","Cards power way to victory First came the swing, then the launch and then the sound of 52,347 turning Busch Stadium into a deafening caldron. Then, having given the Cardinals an eighth-inning home run that ",cards power way to victory first came the swing then the launch and then the sound of 52 347 turning busch stadium into a deafening caldron then having given the cardinals an eighth inning home run that,0,0.20775711330206162,https://example.com/news/34,News Dataset,2025-03-09
1,Swedish ambassador says diplomats in North Korean saw no sign of &lt;b&gt;...&lt;/b&gt;,"Video footage of the area where North Korea said a huge explosion occurred showed dozens of workers swarming around a dusty construction site resembling a large dam project, while a foreign diplomat who visited the site said Friday he found no sign the ","Swedish ambassador says diplomats in North Korean saw no sign of &lt;b&gt;...&lt;/b&gt; Video footage of the area where North Korea said a huge explosion occurred showed dozens of workers swarming around a dusty construction site resembling a large dam project, while a foreign diplomat who visited the site said Friday he found no sign the ",swedish ambassador says diplomats in north korean saw no sign of lt b gt lt b gt video footage of the area where north korea said a huge explosion occurred showed dozens of workers swarming around a dusty construction site resembling a large dam project while a foreign diplomat who visited the site said friday he found no sign the,28,3.462982095903594e-308,https://example.com/news/35,News Dataset,2025-03-09
2,Pesky's patience rewarded,"Those were tears of joy he didn't even try to hide amid the wild celebration in the Red Sox' locker room last night. Sure, some champagne had been poured on him, but those were Johnny Pesky's emotions on display as he witnessed a scene that he never had a doubt he'd see.","Pesky's patience rewarded Those were tears of joy he didn't even try to hide amid the wild celebration in the Red Sox' locker room last night. Sure, some champagne had been poured on him, but those were Johnny Pesky's emotions on display as he witnessed a scene that he never had a doubt he'd see.",pesky s patience rewarded those were tears of joy he didn t even try to hide amid the wild celebration in the red sox locker room last night sure some champagne had been poured on him but those were johnny pesky s emotions on display as he witnessed a scene that he never had a doubt he d see,0,0.6770589913610905,https://example.com/news/36,News Dataset,2025-03-09
2,Srichaphan sets up Federer semi,"Thailand #39;s Paradorn Srichaphan on Friday lined up a semifinal clash with world number one Roger Federer as he handed out a 6-2, 7-5 defeat to Dutchman Dennis van Scheppingen at the Thailand Open.","Srichaphan sets up Federer semi Thailand #39;s Paradorn Srichaphan on Friday lined up a semifinal clash with world number one Roger Federer as he handed out a 6-2, 7-5 defeat to Dutchman Dennis van Scheppingen at the Thailand Open.",srichaphan sets up federer semi thailand 39 s paradorn srichaphan on friday lined up a semifinal clash with world number one roger federer as he handed out a 6 2 7 5 defeat to dutchman dennis van scheppingen at the thailand open,4,1.8200808766712184e-307,https://example.com/news/37,News Dataset,2025-03-09
3,Energy giants pair to pursue liquefied gas plant,"Two of Canada #39;s biggest energy companies, TransCanada Corp. and Petro-Canada Inc., want to build a \$660 million liquefied natural gas plant in northeastern Quebec to meet North Americans #39; insatiable demand for the fuel.","Energy giants pair to pursue liquefied gas plant Two of Canada #39;s biggest energy companies, TransCanada Corp. and Petro-Canada Inc., want to build a \$660 million liquefied natural gas plant in northeastern Quebec to meet North Americans #39; insatiable demand for the fuel.",energy giants pair to pursue liquefied gas plant two of canada 39 s biggest energy companies transcanada corp and petro canada inc want to build a 660 million liquefied natural gas plant in northeastern quebec to meet north americans 39 insatiable demand for the fuel,12,0.0010400089649836427,https://example.com/news/38,News Dataset,2025-03-09
2,Comparisons inevitable in draft-day rematch,"It will be a Saturday afternoon soap opera, with the man the Giants vowed to have and to hold and the one they left at the altar crossing paths on the floor of Giants Stadium.","Comparisons inevitable in draft-day rematch It will be a Saturday afternoon soap opera, with the man the Giants vowed to have and to hold and the one they left at the altar crossing paths on the floor of Giants Stadium.",comparisons inevitable in draft day rematch it will be a saturday afternoon soap opera with the man the giants vowed to have and to hold and the one they left at the altar crossing paths on the floor of giants stadium,7,0.014759352690447846,https://example.com/news/39,News Dataset,2025-03-09
2,Lions WR Roy Williams misses game in Dallas,"Detroit Lions receiver Roy Williams missed Sunday #39;s game against the Dallas Cowboys because of an ankle injury. Williams leads the Lions with 24 catches for 362 yards and five touchdowns, having taken over ","Lions WR Roy Williams misses game in Dallas Detroit Lions receiver Roy Williams missed Sunday #39;s game against the Dallas Cowboys because of an ankle injury. Williams leads the Lions with 24 catches for 362 yards and five touchdowns, having taken over ",lions wr roy williams misses game in dallas detroit lions receiver roy williams missed sunday 39 s game against the dallas cowboys because of an ankle injury williams leads the lions with 24 catches for 362 yards and five touchdowns having taken over,23,0.011284196360299037,https://example.com/news/40,News Dataset,2025-03-09
2,New Florida Coach Meyer Names Coaches (AP),"AP - Florida coach Urban Meyer nearly filled out his coaching staff Monday, keeping two assistants from Ron Zook's staff and bringing four with him from Utah.","New Florida Coach Meyer Names Coaches (AP) AP - Florida coach Urban Meyer nearly filled out his coaching staff Monday, keeping two assistants from Ron Zook's staff and bringing four with him from Utah.",new florida coach meyer names coaches ap ap florida coach urban meyer nearly filled out his coaching staff monday keeping two assistants from ron zook s staff and bringing four with him from utah,87,2.3657668619055133e-307,https://example.com/news/41,News Dataset,2025-03-09
2,Knicks tighten defense in time,"When Stephon Marbury practically scraped the sky with a fourth-quarter jumper that barely beat the shot-clock buzzer and gave the Knicks a 12-point lead with 1:59 to play Saturday afternoon, Madison Square Garden began to empty.","Knicks tighten defense in time When Stephon Marbury practically scraped the sky with a fourth-quarter jumper that barely beat the shot-clock buzzer and gave the Knicks a 12-point lead with 1:59 to play Saturday afternoon, Madison Square Garden began to empty.",knicks tighten defense in time when stephon marbury practically scraped the sky with a fourth quarter jumper that barely beat the shot clock buzzer and gave the knicks a 12 point lead with 1 59 to play saturday afternoon madison square garden began to empty,10,1.892770204499038e-307,https://example.com/news/42,News Dataset,2025-03-09
1,Medical Experts Fear Charley's Aftermath,"PUNTA GORDA, Fla. - Until the electricity hums again and the debris is cleared, health officials are worried that there could be more deaths and injuries in Hurricane Charley's aftermath than during the storm itself...","Medical Experts Fear Charley's Aftermath PUNTA GORDA, Fla. - Until the electricity hums again and the debris is cleared, health officials are worried that there could be more deaths and injuries in Hurricane Charley's aftermath than during the storm itself...",medical experts fear charley s aftermath punta gorda fla until the electricity hums again and the debris is cleared health officials are worried that there could be more deaths and injuries in hurricane charley s aftermath than during the storm itself,36,0.0008860010252797158,https://example.com/news/43,News Dataset,2025-03-09
1,Edwards Calls for Crackdown on Meth Labs (AP),AP - Democratic vice presidential nominee John Edwards called Monday for tighter restrictions on the sale of nonprescription cold medicines that could be used to make methamphetamine.,Edwards Calls for Crackdown on Meth Labs (AP) AP - Democratic vice presidential nominee John Edwards called Monday for tighter restrictions on the sale of nonprescription cold medicines that could be used to make methamphetamine.,edwards calls for crackdown on meth labs ap ap democratic vice presidential nominee john edwards called monday for tighter restrictions on the sale of nonprescription cold medicines that could be used to make methamphetamine,20,0.0005669960575943997,https://example.com/news/44,News Dataset,2025-03-09
3,Coke to alter sales practices,"Coca-Cola on Friday agreed to alter its sales practices in some European markets, an offer likely to bring to an end a five-year investigation by the European Commission into whether the soft drinks giant was stifling retail competition.","Coke to alter sales practices Coca-Cola on Friday agreed to alter its sales practices in some European markets, an offer likely to bring to an end a five-year investigation by the European Commission into whether the soft drinks giant was stifling retail competition.",coke to alter sales practices coca cola on friday agreed to alter its sales practices in some european markets an offer likely to bring to an end a five year investigation by the european commission into whether the soft drinks giant was stifling retail competition,-1,0.00033671836940636803,https://example.com/news/45,News Dataset,2025-03-09
